Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,season,game_id
30.0,Sat,2023-04-29,15:30,Köln,Freiburg,1.6,1.6,0–1,2022-2023,262
30.0,Sat,2023-04-29,15:30,Stuttgart,Gladbach,2.3,1.2,2–1,2022-2023,263
30.0,Sat,2023-04-29,15:30,RB Leipzig,Hoffenheim,1.4,0.3,1–0,2022-2023,264
30.0,Sat,2023-04-29,15:30,Union Berlin,Leverkusen,0.8,0.8,0–0,2022-2023,265
30.0,Sat,2023-04-29,15:30,Eint Frankfurt,Augsburg,0.6,0.7,1–1,2022-2023,266
30.0,Sat,2023-04-29,18:30,Schalke 04,Werder Bremen,1.6,1.2,2–1,2022-2023,267
30.0,Sun,2023-04-30,15:30,Bayern Munich,Hertha BSC,2.7,0.1,2–0,2022-2023,268
30.0,Sun,2023-04-30,17:30,Wolfsburg,Mainz 05,1.9,1.7,3–0,2022-2023,269
31.0,Fri,2023-05-05,20:30,Leverkusen,Köln,0.9,0.8,1–2,2022-2023,270
31.0,Fri,2023-05-05,20:30,Mainz 05,Schalke 04,1.3,2.9,2–3,2022-2023,271
31.0,Sat,2023-05-06,15:30,Hoffenheim,Eint Frankfurt,2.2,2.2,3–1,2022-2023,272
31.0,Sat,2023-05-06,15:30,Hertha BSC,Stuttgart,1.2,1.5,2–1,2022-2023,273
31.0,Sat,2023-05-06,15:30,Freiburg,RB Leipzig,0.4,1.9,0–1,2022-2023,274
31.0,Sat,2023-05-06,15:30,Gladbach,Bochum,1.9,1.1,2–0,2022-2023,275
31.0,Sat,2023-05-06,15:30,Augsburg,Union Berlin,0.9,0.7,1–0,2022-2023,276
31.0,Sat,2023-05-06,18:30,Werder Bremen,Bayern Munich,0.7,1.4,1–2,2022-2023,277
31.0,Sun,2023-05-07,17:30,Dortmund,Wolfsburg,4.2,1.2,6–0,2022-2023,278
32.0,Fri,2023-05-12,20:30,Köln,Hertha BSC,4.3,1.1,5–2,2022-2023,279
32.0,Sat,2023-05-13,15:30,Eint Frankfurt,Mainz 05,2.2,1.0,3–0,2022-2023,280
32.0,Sat,2023-05-13,15:30,Wolfsburg,Hoffenheim,1.1,1.0,2–1,2022-2023,281
32.0,Sat,2023-05-13,15:30,Union Berlin,Freiburg,1.5,2.1,4–2,2022-2023,282
32.0,Sat,2023-05-13,15:30,Bochum,Augsburg,1.2,1.8,3–2,2022-2023,283
32.0,Sat,2023-05-13,15:30,Bayern Munich,Schalke 04,5.3,0.4,6–0,2022-2023,284
32.0,Sat,2023-05-13,18:30,Dortmund,Gladbach,4.5,2.0,5–2,2022-2023,285
32.0,Sun,2023-05-14,15:30,Stuttgart,Leverkusen,1.3,1.8,1–1,2022-2023,286
32.0,Sun,2023-05-14,17:30,RB Leipzig,Werder Bremen,2.2,1.1,2–1,2022-2023,287
33.0,Fri,2023-05-19,20:30,Freiburg,Wolfsburg,1.3,0.7,2–0,2022-2023,288
33.0,Sat,2023-05-20,15:30,Schalke 04,Eint Frankfurt,1.0,1.6,2–2,2022-2023,289
33.0,Sat,2023-05-20,15:30,Werder Bremen,Köln,1.8,1.4,1–1,2022-2023,290
33.0,Sat,2023-05-20,15:30,Hertha BSC,Bochum,1.2,1.1,1–1,2022-2023,291
33.0,Sat,2023-05-20,15:30,Hoffenheim,Union Berlin,2.4,2.0,4–2,2022-2023,292
33.0,Sat,2023-05-20,18:30,Bayern Munich,RB Leipzig,1.6,2.8,1–3,2022-2023,293
33.0,Sun,2023-05-21,15:30,Mainz 05,Stuttgart,1.3,1.8,1–4,2022-2023,294
33.0,Sun,2023-05-21,17:30,Augsburg,Dortmund,0.2,3.1,0–3,2022-2023,295
33.0,Sun,2023-05-21,19:30,Leverkusen,Gladbach,1.6,1.7,2–2,2022-2023,296
34.0,Sat,2023-05-27,15:30,RB Leipzig,Schalke 04,2.6,1.2,4–2,2022-2023,297
34.0,Sat,2023-05-27,15:30,Bochum,Leverkusen,1.3,0.8,3–0,2022-2023,298
34.0,Sat,2023-05-27,15:30,Union Berlin,Werder Bremen,0.9,0.4,1–0,2022-2023,299
34.0,Sat,2023-05-27,15:30,Eint Frankfurt,Freiburg,2.1,1.6,2–1,2022-2023,300
34.0,Sat,2023-05-27,15:30,Dortmund,Mainz 05,4.0,1.8,2–2,2022-2023,301
34.0,Sat,2023-05-27,15:30,Gladbach,Augsburg,3.0,0.5,2–0,2022-2023,302
34.0,Sat,2023-05-27,15:30,Stuttgart,Hoffenheim,2.5,0.8,1–1,2022-2023,303
34.0,Sat,2023-05-27,15:30,Wolfsburg,Hertha BSC,3.4,2.1,1–2,2022-2023,304
34.0,Sat,2023-05-27,15:30,Köln,Bayern Munich,1.3,1.3,1–2,2022-2023,305
