Player,#,Team Name,Nation,Pos,season,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Succ,total_games
Hans Hateboer,33.0,Atalanta,nl NED,WB,2023-2024,48.68421052631579,0.0,0.05263157894736842,0.0,0.0,0.47368421052631576,0.15789473684210525,4.0,0.0,30.63157894736842,0.631578947368421,0.15789473684210525,0.8421052631578947,0.010526315789473684,0.010526315789473684,0.1105263157894737,1.5263157894736843,0.10526315789473684,21.842105263157894,26.263157894736842,81.47777777777777,1.7894736842105263,15.31578947368421,0.9473684210526315,0.3157894736842105,19
Hans Hateboer,33.0,Atalanta,nl NED,"WB,CB",2023-2024,90.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,59.0,0.0,0.5,2.5,0.0,0.0,0.05,1.5,0.5,44.0,52.0,84.05,3.0,26.5,0.5,0.0,2
Hans Nicolussi Caviglia,41.0,Juventus,it ITA,CM,2023-2024,33.5,0.0,0.125,0.0,0.0,0.375,0.0,1.0,0.0,20.375,0.625,0.0,0.625,0.0125,0.0125,0.0625,1.375,0.125,13.375,17.0,80.0875,1.75,11.5,0.0,0.0,8
Harrison Reed,6.0,Fulham,eng ENG,CM,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,46.0,93.5,0.0,13.0,0.0,0.0,1
Harrison Reed,6.0,Fulham,eng ENG,DM,2023-2024,43.73684210526316,0.0,0.05263157894736842,0.0,0.0,0.42105263157894735,0.10526315789473684,5.0,0.0,31.105263157894736,1.105263157894737,0.47368421052631576,0.6842105263157895,0.01578947368421053,0.01578947368421053,0.021052631578947368,0.8421052631578947,0.21052631578947367,21.736842105263158,26.210526315789473,82.61666666666666,2.0526315789473686,15.894736842105264,0.42105263157894735,0.2631578947368421,19
Harrison Reed,6.0,Fulham,eng ENG,RM,2023-2024,63.833333333333336,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,39.0,1.1666666666666667,0.3333333333333333,0.8333333333333334,0.0,0.0,0.08333333333333333,1.8333333333333333,0.0,27.833333333333332,32.833333333333336,84.25,2.8333333333333335,22.0,0.3333333333333333,0.0,6
Harrison Reed,6.0,Fulham,eng ENG,"RM,CM",2023-2024,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,4.0,7.0,57.1,0.0,2.0,0.0,0.0,1
Harry Kane,9.0,Bayern Munich,eng ENG,FW,2023-2024,88.70967741935483,1.1612903225806452,0.25806451612903225,5.0,5.0,4.451612903225806,1.967741935483871,2.0,0.0,31.193548387096776,0.3548387096774194,0.1935483870967742,0.3870967741935484,0.9741935483870967,0.8451612903225806,0.2032258064516129,2.5806451612903225,0.3548387096774194,14.903225806451612,20.806451612903224,71.90645161290323,3.225806451612903,20.032258064516128,1.1290322580645162,0.7419354838709677,31
Harry Kane,9.0,Bayern Munich,eng ENG,"FW,AM",2023-2024,89.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.3,0.3,0.0,3.0,0.0,12.0,19.0,63.2,2.0,13.0,1.0,1.0,1
Harry Maguire,5.0,Manchester Utd,eng ENG,CB,2023-2024,75.13636363636364,0.09090909090909091,0.09090909090909091,0.0,0.0,0.9090909090909091,0.13636363636363635,4.0,0.0,59.68181818181818,1.0909090909090908,1.1363636363636365,1.5,0.09545454545454546,0.09545454545454546,0.05909090909090909,1.0909090909090908,0.18181818181818182,41.68181818181818,50.13636363636363,79.88181818181819,3.3181818181818183,31.90909090909091,0.9090909090909091,0.0,22
Harry Toffolo,15.0,Nott'ham Forest,eng ENG,LB,2023-2024,62.36842105263158,0.0,0.15789473684210525,0.0,0.0,0.15789473684210525,0.15789473684210525,2.0,0.0,33.63157894736842,1.368421052631579,0.5789473684210527,1.5263157894736843,0.015789473684210527,0.015789473684210527,0.06315789473684212,1.105263157894737,0.21052631578947367,19.57894736842105,26.736842105263158,67.14736842105263,2.0526315789473686,12.68421052631579,0.5263157894736842,0.0,19
Harry Toffolo,15.0,Nott'ham Forest,eng ENG,"LB,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,1.0,6.0,0.0,0.0,1
Harry Toffolo,15.0,Nott'ham Forest,eng ENG,"LM,LB",2023-2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Harry Toffolo,15.0,Nott'ham Forest,eng ENG,WB,2023-2024,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,39.0,0.0,0.0,2.0,0.9,0.9,0.0,1.0,0.0,17.0,31.0,54.8,2.0,13.0,0.0,0.0,1
Harry Toffolo,15.0,Nott'ham Forest,eng ENG,"WB,LB",2023-2024,90.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,29.0,0.0,2.0,1.0,0.3,0.3,0.2,3.0,0.0,15.0,24.0,62.5,0.0,12.0,0.0,1.0,1
Harry Wilson,8.0,Fulham,wls WAL,AM,2023-2024,12.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,9.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,0.0,5.0,7.0,69.7,0.5,6.0,0.5,0.0,2
Harry Wilson,8.0,Fulham,wls WAL,LW,2023-2024,24.666666666666668,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,17.333333333333332,0.3333333333333333,0.0,0.6666666666666666,0.03333333333333333,0.03333333333333333,0.06666666666666667,1.3333333333333333,0.3333333333333333,9.0,14.333333333333334,64.46666666666667,1.0,9.666666666666666,1.0,0.0,3
Harry Wilson,8.0,Fulham,wls WAL,RW,2023-2024,50.464285714285715,0.14285714285714285,0.17857142857142858,0.0,0.0,1.2142857142857142,0.32142857142857145,6.0,0.0,25.035714285714285,0.7142857142857143,0.35714285714285715,0.8214285714285714,0.10714285714285714,0.10714285714285714,0.1142857142857143,2.0,0.32142857142857145,14.535714285714286,18.892857142857142,74.55,1.7857142857142858,15.321428571428571,1.2857142857142858,0.5357142857142857,28
Harry Wilson,8.0,Fulham,wls WAL,"RW,RM",2023-2024,54.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,17.0,23.0,69.4,3.0,17.5,0.5,0.0,2
Harvey Barnes,15.0,Newcastle Utd,eng ENG,AM,2023-2024,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,64.3,1.0,18.0,0.0,0.0,1
Harvey Barnes,15.0,Newcastle Utd,eng ENG,FW,2023-2024,23.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,2.0,4.0,50.0,0.0,6.0,1.0,0.0,1
Harvey Barnes,15.0,Newcastle Utd,eng ENG,LM,2023-2024,23.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,14.5,0.5,0.0,0.0,0.1,0.1,0.35,1.5,0.5,12.0,13.0,92.30000000000001,0.5,11.5,1.0,0.0,2
Harvey Barnes,15.0,Newcastle Utd,eng ENG,LW,2023-2024,41.06666666666667,0.3333333333333333,0.13333333333333333,0.0,0.0,1.4,0.6666666666666666,1.0,0.0,18.066666666666666,0.3333333333333333,0.2,0.06666666666666667,0.20666666666666667,0.20666666666666667,0.16666666666666666,1.6666666666666667,0.3333333333333333,10.466666666666667,13.733333333333333,78.78666666666666,2.066666666666667,13.0,2.466666666666667,0.4666666666666667,15
Harvey Barnes,15.0,Newcastle Utd,eng ENG,"LW,FW",2023-2024,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,9.0,77.8,0.0,9.0,2.0,0.0,1
Harvey Barnes,15.0,Newcastle Utd,eng ENG,"LW,LM",2023-2024,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,1.0,15.0,3.0,0.0,1
Harvey Elliott,19.0,Liverpool,eng ENG,"AM,RW",2023-2024,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,26.0,28.0,92.9,2.0,28.0,0.0,0.0,1
Harvey Elliott,19.0,Liverpool,eng ENG,CM,2023-2024,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,23.0,29.0,79.3,4.0,24.0,0.0,0.0,1
Harvey Elliott,19.0,Liverpool,eng ENG,"CM,RM",2023-2024,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,93.8,1.0,10.0,0.0,0.0,1
Harvey Elliott,19.0,Liverpool,eng ENG,FW,2023-2024,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,1.0,6.0,0.0,0.0,1
Harvey Elliott,19.0,Liverpool,eng ENG,LM,2023-2024,27.6,0.0,0.2,0.0,0.0,1.2,0.4,0.0,0.0,19.0,0.2,0.2,0.2,0.04,0.04,0.13999999999999999,2.2,0.2,13.8,16.8,84.86,2.6,12.4,1.0,0.0,5
Harvey Elliott,19.0,Liverpool,eng ENG,RM,2023-2024,39.72222222222222,0.1111111111111111,0.2777777777777778,0.0,0.0,1.3888888888888888,0.5,2.0,0.0,35.888888888888886,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.06666666666666668,2.2777777777777777,0.3888888888888889,26.72222222222222,31.444444444444443,81.48888888888888,4.555555555555555,21.444444444444443,1.5,0.3333333333333333,18
Harvey Elliott,19.0,Liverpool,eng ENG,RW,2023-2024,36.25,0.25,0.0,0.0,0.0,2.25,0.5,0.0,0.0,29.0,0.5,0.25,0.5,0.075,0.075,0.225,3.0,0.0,18.5,23.5,85.825,1.75,18.75,2.0,0.5,4
Harvey Elliott,19.0,Liverpool,eng ENG,"RW,RM",2023-2024,85.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.3333333333333333,0.0,0.0,63.666666666666664,2.0,0.3333333333333333,2.3333333333333335,0.16666666666666666,0.16666666666666666,0.10000000000000002,2.3333333333333335,0.0,43.666666666666664,54.0,80.60000000000001,6.0,43.666666666666664,1.3333333333333333,0.3333333333333333,3
Hassane Kamara,12.0,Udinese,ci CIV,WB,2023-2024,64.11764705882354,0.029411764705882353,0.029411764705882353,0.0,0.0,0.7647058823529411,0.23529411764705882,4.0,0.0,31.823529411764707,1.2941176470588236,0.7647058823529411,0.8529411764705882,0.052941176470588235,0.052941176470588235,0.08529411764705883,1.5,0.14705882352941177,17.058823529411764,23.294117647058822,73.28181818181818,2.3823529411764706,15.764705882352942,1.7941176470588236,0.8235294117647058,34
Hassane Kamara,12.0,Udinese,ci CIV,"WB,CB",2023-2024,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,0.0,19.0,0.0,2.0,1
Hendry Blank,42.0,Dortmund,de GER,CB,2023-2024,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,59.0,98.3,1.0,49.0,0.0,0.0,1
Henrikh Mkhitaryan,22.0,Inter,am ARM,CM,2023-2024,77.0,0.05714285714285714,0.22857142857142856,0.0,0.0,1.0571428571428572,0.17142857142857143,4.0,0.0,55.08571428571429,1.7714285714285714,0.7714285714285715,0.6571428571428571,0.1,0.1,0.12000000000000001,3.2857142857142856,0.4857142857142857,40.48571428571429,46.714285714285715,86.55714285714286,5.428571428571429,32.97142857142857,2.5714285714285716,0.5428571428571428,35
Henrikh Mkhitaryan,22.0,Inter,am ARM,"CM,FW",2023-2024,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,0.1,0.1,0.0,1.0,1.0,36.0,44.0,81.8,2.0,37.0,2.0,0.0,1
Henrique,21.0,Lyon,br BRA,CB,2023-2024,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,1.0,11.0,1.0,0.0,1
Henrique,21.0,Lyon,br BRA,LB,2023-2024,67.8,0.0,0.0,0.0,0.0,1.2,0.2,1.0,0.0,48.4,1.4,0.4,0.8,0.06000000000000001,0.06000000000000001,0.0,0.8,0.0,36.8,42.4,89.42,3.4,35.2,2.6,0.2,5
Henrique,21.0,Lyon,br BRA,"LB,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,88.3,8.0,51.0,2.0,0.0,1
Henrique,21.0,Lyon,br BRA,LW,2023-2024,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,1.0,8.0,1.0,0.0,1
Henrique,21.0,Lyon,br BRA,WB,2023-2024,50.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,38.0,0.3333333333333333,1.0,1.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,1.6666666666666667,0.3333333333333333,31.0,34.666666666666664,86.56666666666666,3.0,27.0,1.0,0.3333333333333333,3
Hianga Mananga Mbock,18.0,Brest,fr FRA,AM,2023-2024,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,3.0,3.0,100.0,1.0,3.0,1.0,0.0,1
Hianga Mananga Mbock,18.0,Brest,fr FRA,LW,2023-2024,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,4.0,75.0,1.0,4.0,0.0,0.0,1
Hicham Boudaoui,28.0,Nice,dz ALG,CM,2023-2024,86.75,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,55.5,1.0,0.75,0.75,0.05,0.05,0.0,4.25,0.25,39.75,47.5,82.35,4.25,42.25,1.5,1.25,4
Hicham Boudaoui,28.0,Nice,dz ALG,"CM,DM",2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,40.0,87.5,5.0,32.0,0.0,1.0,1
Hicham Boudaoui,28.0,Nice,dz ALG,"CM,RB",2023-2024,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,100.0,1.0,6.0,1.0,0.0,1
Hicham Boudaoui,28.0,Nice,dz ALG,FW,2023-2024,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,80.0,1.0,9.0,1.0,0.0,1
Hicham Boudaoui,28.0,Nice,dz ALG,LM,2023-2024,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,80.0,2.0,5.0,1.0,0.0,1
Hicham Boudaoui,28.0,Nice,dz ALG,RM,2023-2024,52.166666666666664,0.1111111111111111,0.0,0.0,0.0,1.0,0.2222222222222222,5.0,0.0,27.27777777777778,1.5,0.16666666666666666,0.5555555555555556,0.14444444444444446,0.14444444444444446,0.061111111111111116,1.1666666666666667,0.05555555555555555,16.88888888888889,20.333333333333332,80.73333333333333,2.1666666666666665,20.833333333333332,0.7222222222222222,0.8333333333333334,18
Hicham Boudaoui,28.0,Nice,dz ALG,"RM,CM",2023-2024,80.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,50.0,3.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,35.5,43.0,82.55000000000001,4.5,44.0,2.5,0.5,2
Hicham Boudaoui,28.0,Nice,dz ALG,"RM,LM",2023-2024,32.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,1.0,1.0,0.0,0.3,0.3,0.4,3.0,0.0,14.0,14.0,100.0,4.0,16.0,1.0,0.0,1
Hiroki Ito,21.0,Stuttgart,jp JPN,CB,2023-2024,89.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.0,0.0,91.42857142857143,0.7857142857142857,1.2142857142857142,1.3571428571428572,0.028571428571428574,0.028571428571428574,0.02857142857142857,0.42857142857142855,0.14285714285714285,75.21428571428571,83.28571428571429,89.5,3.7857142857142856,51.07142857142857,0.5,0.0,14
Hiroki Ito,21.0,Stuttgart,jp JPN,LB,2023-2024,86.66666666666667,0.0,0.2222222222222222,0.0,0.0,1.2222222222222223,0.3333333333333333,1.0,0.0,84.44444444444444,0.6666666666666666,1.3333333333333333,0.7777777777777778,0.044444444444444446,0.044444444444444446,0.13333333333333333,2.2222222222222223,0.4444444444444444,64.88888888888889,76.22222222222223,85.04444444444444,5.0,47.44444444444444,1.8888888888888888,0.4444444444444444,9
Hiroki Ito,21.0,Stuttgart,jp JPN,"LB,CB",2023-2024,90.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,108.5,1.0,0.0,0.5,0.05,0.05,0.15000000000000002,3.0,1.0,92.0,100.5,91.5,11.5,54.0,2.0,1.0,2
Hiroki Ito,21.0,Stuttgart,jp JPN,LW,2023-2024,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,12.0,13.0,92.3,0.0,9.0,1.0,1.0,1
Hjalmar Ekdal,18.0,Burnley,se SWE,CB,2023-2024,54.625,0.0,0.0,0.0,0.0,0.25,0.125,2.0,0.0,33.5,0.5,0.75,1.25,0.0,0.0,0.0125,0.25,0.0,23.875,27.125,87.98571428571428,1.375,17.75,0.625,0.25,8
Houboulang Mendes,24.0,Almería,gw GNB,"DM,RB",2023-2024,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,2.0,10.0,2.0,1.0,1
Houboulang Mendes,24.0,Almería,gw GNB,RB,2023-2024,58.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,33.166666666666664,2.1666666666666665,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,18.0,24.666666666666668,74.48333333333333,1.1666666666666667,12.166666666666666,0.5,0.16666666666666666,6
Houssem Aouar,22.0,Roma,dz ALG,AM,2023-2024,56.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,32.0,1.6666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,1.3333333333333333,0.0,20.666666666666668,24.666666666666668,80.23333333333333,2.6666666666666665,20.0,1.3333333333333333,1.3333333333333333,3
Houssem Aouar,22.0,Roma,dz ALG,CM,2023-2024,58.0,0.5,0.0,0.0,0.0,0.75,0.5,2.0,0.0,27.75,1.25,0.5,0.75,0.2,0.2,0.025,1.25,0.0,17.5,22.25,78.675,0.75,15.5,0.75,0.25,4
Houssem Aouar,22.0,Roma,dz ALG,"CM,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,63.0,3.0,1.0,0.0,0.2,0.2,0.1,4.0,0.0,43.0,51.0,84.3,3.0,48.0,4.0,1.0,1
Houssem Aouar,22.0,Roma,dz ALG,DM,2023-2024,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,28.0,34.0,82.4,2.0,21.0,0.0,1.0,1
Houssem Aouar,22.0,Roma,dz ALG,FW,2023-2024,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,60.7,1.0,4.0,0.0,0.0,2
Houssem Aouar,22.0,Roma,dz ALG,LM,2023-2024,48.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,0.0,0.0,0.5,0.4,0.4,0.05,1.0,0.0,21.0,23.5,90.4,0.0,17.5,1.0,1.5,2
Houssem Aouar,22.0,Roma,dz ALG,RW,2023-2024,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.5,15.5,92.3,1.5,11.5,1.0,0.5,2
Houssem Aouar,22.0,Roma,dz ALG,WB,2023-2024,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,1.0,0.0,0.2,0.2,0.1,5.0,0.0,22.0,24.0,91.7,5.0,21.0,2.0,0.0,1
Hrvoje Smolčić,5.0,Eint Frankfurt,hr CRO,AM,2023-2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1
Hrvoje Smolčić,5.0,Eint Frankfurt,hr CRO,CB,2023-2024,55.5,0.16666666666666666,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,58.833333333333336,1.1666666666666667,1.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,46.666666666666664,52.0,87.7,2.1666666666666665,35.166666666666664,0.0,0.3333333333333333,6
Hrvoje Smolčić,5.0,Eint Frankfurt,hr CRO,CM,2023-2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,1
Hrvoje Smolčić,5.0,Eint Frankfurt,hr CRO,RB,2023-2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Hrvoje Smolčić,5.0,Eint Frankfurt,hr CRO,RM,2023-2024,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1
Hrvoje Smolčić,5.0,Eint Frankfurt,hr CRO,WB,2023-2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,1
Hugo Boutsingkham,71.0,Nantes,fr FRA,LW,2023-2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1
Hugo Boutsingkham,71.0,Nantes,fr FRA,RM,2023-2024,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
Hugo Bueno,17.0,Wolves,es ESP,CB,2023-2024,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,25.0,84.0,1.0,16.0,1.0,0.0,1
Hugo Bueno,17.0,Wolves,es ESP,LB,2023-2024,30.285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,25.285714285714285,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.014285714285714287,0.014285714285714287,0.014285714285714287,1.1428571428571428,0.14285714285714285,16.285714285714285,20.714285714285715,77.45714285714287,0.42857142857142855,15.0,1.1428571428571428,0.2857142857142857,7
Hugo Bueno,17.0,Wolves,es ESP,LM,2023-2024,78.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,54.5,1.5,0.0,3.0,0.05,0.05,0.0,0.5,0.0,29.0,39.0,74.55,0.5,25.5,1.5,1.5,2
Hugo Bueno,17.0,Wolves,es ESP,"LM,LB",2023-2024,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,68.2,0.0,14.0,2.0,0.0,1
Hugo Bueno,17.0,Wolves,es ESP,WB,2023-2024,22.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.636363636363637,1.0909090909090908,0.2727272727272727,0.45454545454545453,0.0,0.0,0.06363636363636363,0.6363636363636364,0.09090909090909091,10.0,12.363636363636363,81.03636363636363,0.2727272727272727,7.2727272727272725,0.7272727272727273,0.2727272727272727,11
Hugo Duro,9.0,Valencia,es ESP,FW,2023-2024,80.16666666666667,0.3611111111111111,0.05555555555555555,0.0,0.0,1.75,0.7777777777777778,4.0,0.0,24.11111111111111,0.4444444444444444,0.1388888888888889,0.6111111111111112,0.31666666666666665,0.31666666666666665,0.03333333333333333,1.2777777777777777,0.25,10.805555555555555,15.13888888888889,70.48888888888888,0.9444444444444444,13.333333333333334,0.7222222222222222,0.3333333333333333,36
Hugo Duro,9.0,Valencia,es ESP,"FW,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,45.0,0.0,0.0,2.0,0.2,0.2,0.0,3.0,0.0,17.0,25.0,68.0,0.0,32.0,1.0,1.0,1
Hugo Ekitike,11.0,Eint Frankfurt,fr FRA,AM,2023-2024,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,7.0,85.7,0.0,4.0,0.0,0.0,1
Hugo Ekitike,11.0,Eint Frankfurt,fr FRA,FW,2023-2024,54.5,0.3333333333333333,0.16666666666666666,0.0,0.0,2.0833333333333335,0.6666666666666666,3.0,0.0,22.916666666666668,0.9166666666666666,0.16666666666666666,0.8333333333333334,0.19166666666666665,0.19166666666666665,0.14166666666666666,2.1666666666666665,0.3333333333333333,9.666666666666666,14.416666666666666,66.125,0.75,14.416666666666666,1.25,1.5,12
Hugo Ekitike,11.0,Eint Frankfurt,fr FRA,"FW,AM",2023-2024,45.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,9.0,13.0,69.2,0.0,13.0,1.0,0.0,1
Hugo Ekitike,44.0,Paris S-G,fr FRA,RW,2023-2024,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,1.0,11.0,0.0,0.0,1
