Player,#,Team Name,Nation,Pos,season,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Stp,Stp%,#OPA,AvgDist,total_games
Aaron Ramsdale,1.0,Arsenal,eng ENG,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.833333333333332,31.333333333333332,70.64999999999999,0.3333333333333333,22.833333333333332,0.0,0.0,2.3333333333333335,0.8333333333333334,1.5,68.05,0.6,3.1666666666666665,11.5,33.56666666666667,28.166666666666668,5.0,33.35,32.6,8.0,16.633333333333333,9.0,14.84,6
Aarón Escandell,1.0,Las Palmas,es ESP,GK,2023-2024,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,70.7,0.0,21.0,0.0,0.0,2.0,1.5,0.5,16.65,1.2,4.5,13.0,34.15,36.5,5.0,33.3,32.5,1.0,5.55,4.0,18.8,2
Aitor Fernández,13.0,Osasuna,es ESP,GK,2023-2024,78.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,18.142857142857142,28.285714285714285,64.58571428571429,0.14285714285714285,16.0,0.0,0.0,2.857142857142857,1.2857142857142858,1.5714285714285714,54.166666666666664,0.8857142857142858,6.714285714285714,16.142857142857142,43.528571428571425,24.857142857142858,2.7142857142857144,57.34285714285714,42.84285714285714,1.0,1.4285714285714286,15.0,23.87142857142857,7
Alaa Bellaarouch,36.0,Strasbourg,ma MAR,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.13333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,23.466666666666665,33.6,70.64,0.0,27.666666666666668,0.0,0.0,4.2,1.7333333333333334,2.466666666666667,62.021428571428565,1.3199999999999998,3.7333333333333334,12.2,32.053333333333335,29.333333333333332,3.8,36.74,34.70666666666667,19.0,9.993333333333334,21.0,12.733333333333333,15
Alban Lafont,1.0,Nantes,fr FRA,GK,2023-2024,89.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.607142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,25.714285714285715,35.92857142857143,71.78928571428571,0.10714285714285714,27.428571428571427,0.0,0.0,4.214285714285714,1.5357142857142858,2.6785714285714284,70.56666666666666,1.5071428571428573,4.392857142857143,13.857142857142858,33.635714285714286,29.964285714285715,5.178571428571429,34.16428571428572,33.96785714285714,33.0,8.878571428571428,33.0,12.353846153846153,28
Alessandro Sorrentino,23.0,Monza,it ITA,GK,2023-2024,78.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,21.142857142857142,27.571428571428573,75.28571428571429,0.0,14.142857142857142,0.0,0.14285714285714285,4.571428571428571,2.2857142857142856,2.2857142857142856,64.58571428571429,2.042857142857143,2.5714285714285716,8.0,35.92857142857143,21.571428571428573,4.142857142857143,27.642857142857142,31.057142857142857,3.0,5.014285714285714,3.0,15.375,7
Alessio Cragno,28.0,Sassuolo,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33.333333333333336,68.86666666666667,0.0,18.0,0.0,0.0,4.666666666666667,2.3333333333333335,2.6666666666666665,44.43333333333334,1.7333333333333332,5.666666666666667,15.0,38.833333333333336,26.0,3.6666666666666665,51.300000000000004,38.46666666666667,3.0,9.1,8.0,18.65,3
Alex Meret,1.0,Napoli,it ITA,GK,2023-2024,89.45161290322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.93548387096774,0.03225806451612903,0.0,0.0,0.0,0.0,0.0032258064516129032,0.16129032258064516,0.0,24.806451612903224,29.483870967741936,84.52903225806452,0.0,18.193548387096776,0.0,0.03225806451612903,3.3548387096774195,1.3333333333333333,2.0,58.58620689655172,1.2193548387096773,1.8064516129032258,5.612903225806452,30.851612903225806,24.967741935483872,3.870967741935484,18.683333333333334,27.796774193548387,9.0,3.57,29.0,15.5,31
Alexander Brunst,30.0,Darmstadt 98,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,34.333333333333336,50.0,67.96666666666665,0.0,29.666666666666668,0.0,0.0,5.666666666666667,3.3333333333333335,2.3333333333333335,46.03333333333333,2.0666666666666664,11.0,24.0,48.96666666666667,43.0,4.333333333333333,42.46666666666666,36.63333333333333,3.0,5.333333333333333,9.0,17.733333333333334,3
Alexander Meyer,33.0,Dortmund,de GER,GK,2023-2024,86.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.75,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,37.75,45.75,83.45,0.125,33.75,0.0,0.125,3.375,1.125,2.375,71.18571428571428,0.9625,3.375,10.125,31.225,41.75,3.625,20.225,28.0375,8.0,9.3375,7.0,13.075,8
Alexander Nübel,33.0,Stuttgart,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.6,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,33.266666666666666,40.6,82.28,0.03333333333333333,25.4,0.0,0.0,3.566666666666667,1.2,2.466666666666667,63.63448275862069,1.0166666666666666,4.2,9.7,44.56333333333334,36.766666666666666,4.4,23.026666666666664,28.546666666666667,30.0,9.026666666666667,57.0,17.959999999999997,30
Alexander Schwolow,37.0,Union Berlin,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,0.0,10.0,0.0,0.0,6.0,2.0,4.0,66.7,1.2,4.0,10.0,40.0,28.0,4.0,32.1,34.1,0.0,0.0,0.0,5.0,1
Alexandre Oukidja,16.0,Metz,dz ALG,GK,2023-2024,87.8529411764706,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.705882352941174,0.058823529411764705,0.08823529411764706,0.029411764705882353,0.0,0.0,0.0,0.11764705882352941,0.0,15.088235294117647,29.470588235294116,52.40882352941177,0.08823529411764706,18.029411764705884,0.029411764705882353,0.08823529411764706,5.4411764705882355,1.7272727272727273,3.764705882352941,68.63030303030304,1.535294117647059,6.147058823529412,19.58823529411765,32.991176470588236,21.272727272727273,3.676470588235294,57.551515151515154,42.53939393939394,46.0,8.760606060606062,22.0,10.027272727272727,34
Alisson,1.0,Liverpool,br BRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.0,35.17857142857143,40.785714285714285,86.55714285714285,0.17857142857142858,30.357142857142858,0.0,0.0,3.892857142857143,1.0714285714285714,2.857142857142857,75.78888888888889,1.0214285714285716,2.142857142857143,6.535714285714286,35.19285714285714,36.464285714285715,5.0,14.260714285714286,24.689285714285713,13.0,4.932142857142857,33.0,17.12142857142857,28
Alphonse Areola,23.0,West Ham,fr FRA,GK,2023-2024,87.06451612903226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.483870967741936,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,18.129032258064516,27.967741935483872,65.79032258064517,0.03225806451612903,16.06451612903226,0.0,0.03225806451612903,6.064516129032258,1.7096774193548387,4.387096774193548,69.49677419354839,1.6903225806451612,5.161290322580645,13.870967741935484,40.71612903225807,20.741935483870968,4.645161290322581,43.26774193548387,36.690322580645166,27.0,5.872413793103449,7.0,8.993103448275862,31
Andrea Consigli,47.0,Sassuolo,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.91428571428571,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.11428571428571428,0.0,23.942857142857143,35.285714285714285,67.58285714285715,0.02857142857142857,20.485714285714284,0.0,0.0,4.542857142857143,1.9428571428571428,2.657142857142857,56.191428571428574,1.4800000000000002,4.914285714285715,15.428571428571429,31.70285714285714,28.057142857142857,4.085714285714285,43.36,37.04857142857143,23.0,3.782857142857143,22.0,12.093939393939394,35
Andreas Luthe,16.0,Bochum,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,49.0,51.0,0.0,31.0,0.0,0.0,4.0,4.0,1.0,0.0,2.7,20.0,43.0,46.5,42.0,2.0,85.7,51.3,0.0,0.0,0.0,7.7,1
Andriy Lunin,13.0,Real Madrid,ua UKR,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.95238095238095,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.09523809523809523,0.047619047619047616,27.61904761904762,31.714285714285715,87.38571428571429,0.0,19.0,0.0,0.0,3.0952380952380953,0.8095238095238095,2.2857142857142856,77.52222222222223,1.0095238095238095,1.6666666666666667,4.714285714285714,32.96190476190476,26.095238095238095,4.523809523809524,14.142857142857142,25.195238095238096,27.0,8.995238095238095,23.0,12.345,21
André Ferreira,13.0,Granada,pt POR,GK,2023-2024,89.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,23.933333333333334,33.2,72.29333333333334,0.0,18.066666666666666,0.0,0.0,5.133333333333334,1.9333333333333333,3.2666666666666666,65.85333333333332,1.8533333333333333,4.866666666666666,12.4,40.333333333333336,25.866666666666667,5.866666666666666,32.56,32.846666666666664,6.0,2.5266666666666664,13.0,12.557142857142859,15
André Onana,24.0,Manchester Utd,cm CMR,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,42.86842105263158,0.05263157894736842,0.0,0.0,0.0,0.0,0.002631578947368421,0.15789473684210525,0.02631578947368421,29.07894736842105,40.026315789473685,73.02631578947368,0.13157894736842105,29.657894736842106,0.02631578947368421,0.02631578947368421,5.342105263157895,1.5263157894736843,3.8421052631578947,72.52894736842104,1.5578947368421054,3.9210526315789473,13.5,29.207894736842107,35.55263157894737,3.6842105263157894,30.792105263157893,31.068421052631578,42.0,5.992105263157894,37.0,13.230555555555556,38
Anthony Lopes,1.0,Lyon,pt POR,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.806451612903224,0.0,0.0,0.0,0.0,0.0,0.00967741935483871,0.0967741935483871,0.03225806451612903,24.93548387096774,33.38709677419355,76.06774193548387,0.03225806451612903,25.29032258064516,0.03225806451612903,0.0,5.0,1.5806451612903225,3.4193548387096775,70.23703703703704,1.4,4.258064516129032,11.67741935483871,41.06333333333334,27.06451612903226,5.032258064516129,32.34838709677419,31.667741935483868,36.0,8.135483870967741,28.0,12.096666666666666,31
Antonio Mirante,83.0,Milan,it ITA,GK,2023-2024,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,27.0,77.3,0.0,16.5,0.0,0.0,4.0,1.5,2.5,62.5,1.55,2.5,7.0,41.65,23.0,2.5,40.0,28.75,1.0,10.0,1.0,9.95,2
Antonio Sivera,1.0,Alavés,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,34.85294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.029411764705882353,19.147058823529413,32.5,59.3235294117647,0.0,15.294117647058824,0.0,0.0,3.6176470588235294,1.1176470588235294,2.5588235294117645,73.740625,1.1382352941176472,8.205882352941176,20.61764705882353,39.71176470588235,23.735294117647058,3.411764705882353,62.670588235294126,44.699999999999996,25.0,5.18235294117647,29.0,12.754838709677419,34
Arijanet Muric,49.0,Burnley,xk KVX,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0.1,0.0,0.0,0.0,0.0,0.01,0.6,0.1,40.4,58.5,69.89,0.1,41.8,0.0,0.0,7.8,1.6,6.2,76.55,2.17,7.7,21.9,36.53,54.7,5.4,36.4,34.339999999999996,20.0,13.819999999999999,31.0,16.8,10
Arnau Tenas,80.0,Paris S-G,es ESP,GK,2023-2024,88.16666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.16666666666666666,28.833333333333332,35.166666666666664,84.0,0.0,28.0,0.0,0.0,4.166666666666667,1.1666666666666667,3.0,70.56666666666666,0.9833333333333334,2.3333333333333335,7.666666666666667,18.983333333333334,29.0,3.1666666666666665,19.583333333333332,28.266666666666666,2.0,1.8333333333333333,5.0,16.5,6
Arthur Desmas,30.0,Le Havre,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.90909090909091,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.12121212121212122,0.0,18.515151515151516,28.636363636363637,65.17878787878789,0.0,19.515151515151516,0.0,0.0,4.636363636363637,1.303030303030303,3.3636363636363638,70.8375,1.4212121212121211,4.696969696969697,13.757575757575758,34.53636363636364,21.78787878787879,4.090909090909091,46.07575757575758,36.86060606060607,32.0,6.815151515151515,24.0,12.26,33
Augusto Batalla,25.0,Granada,ar ARG,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,3.0,0.0,43.1764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,26.176470588235293,40.529411764705884,64.2235294117647,0.058823529411764705,24.0,0.0,0.17647058823529413,5.0588235294117645,1.6470588235294117,3.411764705882353,70.36470588235295,1.3352941176470587,7.470588235294118,20.823529411764707,34.98235294117647,33.294117647058826,4.588235294117647,46.88823529411765,39.9,23.0,8.9,18.0,13.123529411764705,17
Bart Verbruggen,1.0,Brighton,nl NED,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.142857142857146,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,35.857142857142854,41.04761904761905,88.27619047619048,0.14285714285714285,32.0,0.0,0.047619047619047616,4.333333333333333,1.3333333333333333,3.0,74.17619047619048,1.2095238095238094,2.619047619047619,6.761904761904762,52.78947368421053,37.57142857142857,5.571428571428571,15.428571428571429,23.61904761904762,17.0,9.142857142857142,31.0,14.41,21
Benjamin Lecomte,40.0,Montpellier,fr FRA,GK,2023-2024,90.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,36.06666666666667,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.26666666666666666,0.03333333333333333,22.333333333333332,33.53333333333333,67.17333333333333,0.0,23.3,0.0,0.0,4.566666666666666,1.2333333333333334,3.4,76.04827586206896,1.22,5.0,14.533333333333333,37.836666666666666,26.033333333333335,4.566666666666666,43.16,36.38666666666666,29.0,6.47,13.0,8.707407407407407,30
Benoît Costil,56.0,Salernitana,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61538461538461,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,19.846153846153847,32.92307692307692,59.607692307692304,0.0,17.153846153846153,0.0,0.0,5.076923076923077,2.230769230769231,2.923076923076923,57.89166666666667,1.823076923076923,5.461538461538462,17.53846153846154,32.86923076923077,24.846153846153847,3.4615384615384617,50.33846153846154,38.00769230769231,2.0,0.8307692307692308,19.0,14.208333333333334,13
Bernd Leno,17.0,Fulham,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.60526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,32.89473684210526,41.5,79.4342105263158,0.0,27.13157894736842,0.0,0.0,5.0,1.605263157894737,3.5,70.68947368421053,1.4710526315789474,3.789473684210526,11.552631578947368,32.72894736842105,36.10526315789474,4.394736842105263,23.810526315789474,28.563157894736843,19.0,4.057894736842105,40.0,13.162857142857142,38
Boris Radunović,1.0,Cagliari,rs SRB,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,24.142857142857142,31.714285714285715,75.32857142857142,0.0,16.142857142857142,0.0,0.0,3.857142857142857,1.7142857142857142,2.2857142857142856,53.05714285714286,1.457142857142857,5.857142857142857,13.0,45.285714285714285,22.285714285714285,4.428571428571429,34.25714285714286,36.42857142857143,6.0,6.8,4.0,11.271428571428572,7
Brice Samba,30.0,Lens,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,36.18181818181818,0.030303030303030304,0.0,0.0,0.0,0.0,0.006060606060606061,0.24242424242424243,0.030303030303030304,26.666666666666668,34.0,78.67575757575759,0.12121212121212122,26.09090909090909,0.0,0.0,4.121212121212121,1.0606060606060606,3.0606060606060606,81.1969696969697,1.2878787878787878,4.9393939393939394,11.181818181818182,44.5030303030303,28.727272727272727,4.333333333333333,32.24242424242424,31.563636363636363,32.0,9.228125,39.0,14.484375,33
Caoimhín Kelleher,62.0,Liverpool,ie IRL,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,35.9,44.2,82.25,0.1,36.7,0.0,0.0,3.8,1.1,2.8,74.17,1.1400000000000001,3.2,10.2,31.589999999999996,41.1,5.2,21.31,26.910000000000004,5.0,9.68,13.0,17.54,10
Carlo Pinsoglio,23.0,Juventus,it ITA,GK,2023-2024,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,66.7,0.0,17.0,0.0,0.0,3.0,0.0,3.0,100.0,0.5,2.0,5.0,40.0,21.0,1.0,23.8,31.4,0.0,0.0,0.0,5.0,1
Christos Mandas,35.0,Lazio,gr GRE,GK,2023-2024,80.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.77777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,20.11111111111111,29.88888888888889,67.0125,0.0,19.333333333333332,0.0,0.2222222222222222,3.2222222222222223,0.6666666666666666,2.5555555555555554,84.7625,0.7777777777777778,4.222222222222222,12.666666666666666,33.55,26.666666666666668,3.2222222222222223,42.775,37.6625,6.0,7.075,5.0,15.685714285714285,9
Claudio Bravo,1.0,Betis,cl CHI,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,26.571428571428573,32.857142857142854,80.10000000000001,0.14285714285714285,18.857142857142858,0.0,0.0,2.857142857142857,0.7142857142857143,2.2857142857142856,61.771428571428565,0.7714285714285714,5.428571428571429,11.428571428571429,46.42857142857143,24.142857142857142,4.285714285714286,31.314285714285713,31.699999999999996,4.0,3.6571428571428575,6.0,12.585714285714285,7
Cristian,13.0,Valencia,es ESP,GK,2023-2024,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,72.2,0.0,8.0,0.0,0.0,3.0,1.0,2.0,66.7,0.5,2.0,5.0,40.0,15.0,4.0,26.7,29.1,0.0,0.0,0.0,8.3,1
Cárdenas,13.0,Rayo Vallecano,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,40.0,65.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,2.0,15.0,13.3,36.0,5.0,36.1,36.3,0.0,0.0,2.0,17.0,1
Daniel Batz,33.0,Mainz 05,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,38.25,67.72500000000001,0.0,21.0,0.0,0.0,4.25,0.75,3.5,78.925,0.6000000000000001,4.5,14.5,25.35,33.0,3.5,38.025000000000006,34.6,4.0,18.05,2.0,16.2,4
Daniel Bentley,25.0,Wolves,eng ENG,GK,2023-2024,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,19.2,28.8,67.62,0.0,13.2,0.0,0.0,3.0,1.4,1.6,55.0,1.1400000000000001,2.6,11.2,19.1,22.2,1.8,35.46,33.06,0.0,0.0,3.0,12.9,5
Daniel Fuzato,1.0,Getafe,br BRA,GK,2023-2024,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,50.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.3,2.0,7.0,28.6,6.0,1.0,50.0,39.2,1.0,20.0,0.0,10.7,1
Daniel Peretz,18.0,Bayern Munich,il ISR,GK,2023-2024,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,70.6,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,15.0,3.0,26.7,33.1,0.0,0.0,0.0,,1
Daniele Sommariva,39.0,Genoa,it ITA,GK,2023-2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,2.0,0.0,100.0,54.5,1.0,50.0,0.0,15.0,1
David Gil,13.0,Cádiz,es ESP,GK,2023-2024,74.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,30.4,56.82000000000001,0.0,14.2,0.0,0.0,4.8,1.6,3.4,80.47999999999999,1.06,10.2,25.0,42.3,20.8,1.6,72.14,47.86,7.0,7.92,0.0,6.95,5
David Raya,22.0,Arsenal,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.193548387096776,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,24.096774193548388,32.225806451612904,75.24193548387096,0.06451612903225806,21.677419354838708,0.0,0.0,2.193548387096774,0.7741935483870968,1.4193548387096775,68.33703703703704,0.6516129032258065,4.258064516129032,11.387096774193548,35.62068965517241,29.193548387096776,4.870967741935484,32.825806451612905,30.9,39.0,14.138709677419355,50.0,17.7,31
David Soria,13.0,Getafe,es ESP,GK,2023-2024,89.8157894736842,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,36.6578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,18.07894736842105,34.078947368421055,53.421052631578945,0.0,16.736842105263158,0.0,0.0,4.5,1.4054054054054055,3.1052631578947367,71.46285714285713,1.4210526315789473,8.921052631578947,23.894736842105264,38.23421052631579,25.763157894736842,3.236842105263158,66.03947368421052,45.70263157894737,17.0,3.676315789473684,62.0,16.616216216216216,38
Dean Henderson,30.0,Crystal Palace,eng ENG,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.77777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,15.555555555555555,26.944444444444443,58.6888888888889,0.0,15.777777777777779,0.0,0.0,4.777777777777778,1.6666666666666667,3.1666666666666665,61.97222222222222,1.5222222222222221,3.2777777777777777,13.61111111111111,26.522222222222222,20.944444444444443,2.888888888888889,47.82222222222222,38.81111111111111,5.0,3.272222222222222,17.0,13.350000000000001,18
Denis Petrić,30.0,Nantes,rs SRB,GK,2023-2024,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,1.0,2.0,50.0,7.0,2.0,28.6,30.7,0.0,0.0,0.0,,1
Diego Mariño,1.0,Almería,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,85.2,0.0,22.0,0.0,0.0,4.0,2.0,2.0,100.0,2.1,1.0,5.0,20.0,25.0,6.0,20.0,24.1,0.0,0.0,2.0,22.7,1
Dimitry Bertaud,16.0,Montpellier,cd COD,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,35.5,64.6,0.0,27.75,0.0,0.0,8.5,2.75,5.75,67.9,2.75,4.5,15.25,30.025,29.5,6.5,41.8,37.75,3.0,3.9250000000000003,0.0,9.925,4
Dominik Greif,13.0,Mallorca,sk SVK,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,75.0,0.0,17.0,0.0,0.0,4.0,0.0,4.0,100.0,0.7,10.0,18.0,55.6,23.0,3.0,52.2,42.0,0.0,0.0,1.0,23.0,1
Ederson,31.0,Manchester City,br BRA,GK,2023-2024,84.39393939393939,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,38.878787878787875,0.0,0.0,0.0,0.0,0.0,0.0030303030303030303,0.21212121212121213,0.06060606060606061,32.63636363636363,37.39393939393939,87.06363636363636,0.12121212121212122,25.666666666666668,0.0,0.030303030303030304,2.5625,0.9,1.75,61.193333333333335,0.8242424242424242,3.5625,7.454545454545454,47.203125,35.32258064516129,4.28125,18.259999999999998,26.848387096774193,25.0,14.306666666666667,50.0,16.516129032258064,33
Elia Caprile,25.0,Empoli,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.91304347826087,0.043478260869565216,0.0,0.0,0.0,0.0,0.008695652173913044,0.34782608695652173,0.0,24.130434782608695,35.65217391304348,67.98260869565217,0.0,20.391304347826086,0.0,0.0,4.608695652173913,1.173913043478261,3.391304347826087,80.02608695652175,1.1869565217391305,5.086956521739131,15.217391304347826,34.43913043478261,28.565217391304348,5.956521739130435,39.17826086956522,36.417391304347824,31.0,8.921739130434782,20.0,12.882608695652175,23
