index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
13,Tanguy Ndombele,22.0,fr FRA,CM,20-220,56,0,0,0,0,0,0,0,0,34,0,3,0,0.0,0.0,0.0,0,0,16,24,66.7,2,18,0,4,3,22.0,CM,16,24,66.7,304,66,6,10,60.0,8,9,88.9,2,5,40.0,0,0.0,0.0,0,1,0,0,2,22.0,CM,24,23,1,0,0,2,1,0,1,1,0,0,16,0,0,22.0,CM,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,2,0,22.0,CM,34,3,13,20,2,0,34,4,3,75.0,1,25.0,18,114,38,0,1,0,2,3,20,0,22.0,CM,0,0,0,0,1,0,1,3,0,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,1
0,14 Players,,,,,990,4,2,1,1,12,6,2,0,667,14,11,6,1.8,1.1,0.5,20,6,489,575,85.0,54,421,22,15,8,,,489,575,85.0,8009,2606,245,270,90.7,185,209,88.5,40,63,63.5,2,0.5,0.7,7,26,8,1,54,,,575,524,47,15,2,3,14,22,3,2,0,0,489,4,5,,,14,4,3,7,4,6,18,33.3,12,6,1,5,11,25,20,0,,,667,52,142,374,158,19,666,15,8,53.3,7,46.7,421,2131,1194,22,17,5,11,10,486,54,,,2,0,0,11,16,4,14,11,4,1,0,0,42,15,11,57.7,,,,,,,,,,,,,,,,,,,,,1,2
1,Anthony Lopes,1.0,pt POR,GK,26-308,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,29,32,90.6,0,21,0,0,0,1.0,GK,29,32,90.6,775,460,4,4,100.0,15,15,100.0,10,13,76.9,0,0.0,0.0,0,0,0,0,0,1.0,GK,32,24,8,2,0,0,0,0,0,0,0,0,29,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,35,32,35,0,0,0,35,0,0,,0,,21,124,90,0,0,0,0,0,15,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,1.0,0.0,1.0,100.0,0.0,3.0,6.0,50.0,26.0,6.0,19.2,31.3,6.0,16.7,26.3,14.0,1.0,7.1,2.0,14.2,1,2
2,Bertrand Traoré,10.0,bf BFA,RW,21-333,78,0,0,0,0,2,1,0,0,58,1,3,2,0.2,0.2,0.0,4,1,36,44,81.8,1,42,3,5,4,10.0,RW,36,44,81.8,425,84,25,27,92.6,9,10,90.0,0,0,,0,0.0,0.0,0,3,1,0,1,10.0,RW,44,42,0,0,0,0,0,0,0,0,0,0,36,2,1,10.0,RW,1,1,0,1,0,1,3,33.3,2,2,0,2,3,4,0,0,10.0,RW,58,0,0,30,28,3,58,5,4,80.0,1,20.0,42,210,109,3,1,2,4,1,49,17,10.0,RW,0,0,0,3,3,1,0,3,1,1,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,2
3,Fernando Marçal,20.0,br BRA,LB,28-167,90,0,0,0,0,0,0,0,0,77,2,1,1,0.0,0.0,0.0,2,0,56,68,82.4,4,42,3,1,0,20.0,LB,56,68,82.4,925,222,32,35,91.4,13,16,81.3,9,13,69.2,0,0.0,0.0,0,0,0,0,4,20.0,LB,68,55,13,2,0,0,2,11,0,0,0,0,56,0,1,20.0,LB,2,1,0,1,1,1,2,50.0,1,1,0,1,1,3,5,0,20.0,LB,77,5,16,40,22,1,77,1,0,0.0,1,100.0,42,226,133,3,4,0,0,0,50,7,20.0,LB,0,0,0,2,3,1,2,1,1,0,0,0,3,3,2,60.0,,,,,,,,,,,,,,,,,,,,,1,2
4,Jordan Ferri,12.0,fr FRA,DM,25-146,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,1,4,8,50.0,1,5,2,0,0,12.0,DM,4,8,50.0,76,41,1,3,33.3,3,5,60.0,0,0,,0,0.0,0.0,0,1,0,0,1,12.0,DM,8,8,0,0,0,0,1,0,0,0,0,0,4,0,0,12.0,DM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12.0,DM,8,0,1,5,2,1,8,0,0,,0,,5,43,38,2,1,0,0,0,7,2,12.0,DM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2
5,Jérémy Morel,15.0,mg MAD,CB,33-125,90,0,0,0,0,0,0,0,0,59,1,1,0,0.0,0.0,0.0,0,0,48,52,92.3,2,37,0,1,1,15.0,CB,48,52,92.3,968,348,11,12,91.7,34,37,91.9,3,3,100.0,0,0.0,0.0,0,2,0,0,2,15.0,CB,52,52,0,0,0,0,0,0,0,0,0,0,48,0,0,15.0,CB,1,0,1,0,0,0,0,,0,0,0,0,1,2,4,0,15.0,CB,59,4,28,31,0,0,59,1,1,100.0,0,0.0,37,218,137,0,0,0,0,0,42,0,15.0,CB,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,2
6,Lucas Tousart,29.0,fr FRA,DM,20-098,90,0,0,0,0,0,0,1,0,61,0,2,0,0.0,0.0,0.0,1,0,52,54,96.3,7,39,2,0,0,29.0,DM,52,54,96.3,867,189,19,19,100.0,27,28,96.4,2,3,66.7,0,0.0,0.0,0,6,0,0,7,29.0,DM,54,52,2,2,0,0,0,0,0,0,0,0,52,0,0,29.0,DM,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,3,0,29.0,DM,61,2,8,54,1,0,61,0,0,,0,,39,190,97,2,0,0,0,0,47,0,29.0,DM,1,0,0,1,2,0,0,2,0,0,0,0,7,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,2
7,Marcelo,6.0,br BRA,CB,30-077,90,0,0,0,0,0,0,0,0,83,0,0,1,0.0,0.0,0.0,0,0,67,77,87.0,8,51,0,0,0,6.0,CB,67,77,87.0,1203,460,26,27,96.3,33,36,91.7,6,11,54.5,0,0.0,0.0,0,2,0,0,8,6.0,CB,77,73,4,4,0,1,0,0,0,0,0,0,67,0,0,6.0,CB,0,0,0,0,0,0,0,,0,1,1,0,0,0,6,0,6.0,CB,83,8,38,45,1,0,83,0,0,,0,,51,292,227,0,0,0,0,0,52,1,6.0,CB,0,0,0,2,0,0,0,0,0,0,0,0,8,5,1,83.3,,,,,,,,,,,,,,,,,,,,,1,2
8,Mariano,9.0,do DOM,FW,24-004,75,2,0,0,0,6,3,1,0,17,0,1,0,0.7,0.7,0.1,1,0,3,6,50.0,0,13,3,1,0,9.0,FW,3,6,50.0,57,12,1,2,50.0,2,2,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,9.0,FW,6,5,0,0,0,0,0,0,0,0,0,0,3,1,1,9.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,9.0,FW,17,1,1,5,12,5,17,1,0,0.0,1,100.0,13,73,35,3,2,0,2,3,15,5,9.0,FW,1,0,0,1,2,0,0,1,0,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,2
9,Maxwel Cornet,27.0,ci CIV,RW,20-312,12,0,1,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,1,6,7,85.7,1,7,2,1,1,27.0,RW,6,7,85.7,72,33,5,6,83.3,1,1,100.0,0,0,,1,0.1,0.0,1,0,1,0,1,27.0,RW,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,27.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.0,RW,8,0,1,4,3,1,8,1,1,100.0,0,0.0,7,63,30,2,1,1,0,1,7,2,27.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2
10,Memphis,11.0,nl NED,LW,23-173,90,0,1,0,0,2,1,0,0,40,0,1,0,0.1,0.1,0.0,2,1,27,34,79.4,5,29,1,1,0,11.0,LW,27,34,79.4,384,112,17,19,89.5,9,10,90.0,1,3,33.3,1,0.0,0.1,1,2,2,0,5,11.0,LW,34,31,3,2,1,0,4,0,1,0,0,0,27,0,1,11.0,LW,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,11.0,LW,40,0,0,22,19,0,40,1,0,0.0,1,100.0,29,123,48,1,3,0,3,1,34,5,11.0,LW,0,0,0,0,4,0,4,1,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,2
11,Myziane Maolida,17.0,km COM,FW,18-172,15,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,5,0,2,0,17.0,FW,2,3,66.7,20,4,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,17.0,FW,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,17.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,17.0,FW,6,0,0,3,4,1,6,2,0,0.0,2,100.0,5,20,4,0,0,0,0,0,3,1,17.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,2
12,Nabil Fekir,18.0,fr FRA,AM,24-018,90,2,0,1,1,1,1,0,0,53,1,0,0,0.9,0.1,0.0,6,2,35,45,77.8,8,34,3,1,1,18.0,AM,35,45,77.8,421,121,23,27,85.2,8,11,72.7,0,2,0.0,0,0.0,0.0,1,3,2,0,8,18.0,AM,45,40,4,1,1,0,2,0,2,2,0,0,35,1,0,18.0,AM,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,18.0,AM,53,0,2,28,23,3,52,1,1,100.0,0,0.0,34,163,64,3,2,1,2,3,42,6,18.0,AM,0,0,0,1,0,2,2,0,1,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,2
13,Rafael,4.0,br BRA,RB,27-027,90,0,0,0,0,0,0,0,0,84,5,2,1,0.0,0.0,0.2,2,0,62,74,83.8,8,50,3,1,1,4.0,RB,62,74,83.8,863,265,42,48,87.5,13,17,76.5,4,6,66.7,0,0.2,0.4,2,3,1,1,8,4.0,RB,74,63,11,0,0,0,5,11,0,0,0,0,62,0,0,4.0,RB,5,0,1,3,1,4,7,57.1,3,1,0,1,2,7,0,0,4.0,RB,84,0,9,50,25,4,84,1,1,100.0,0,0.0,50,196,107,3,3,1,0,1,59,6,4.0,RB,0,0,0,1,1,0,5,2,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,2
0,14 Players,,,,,990,0,0,0,0,7,1,3,0,463,17,22,6,0.5,0.5,0.4,13,0,269,359,74.9,24,249,9,18,12,,,269,359,74.9,5260,1769,111,122,91.0,114,138,82.6,40,85,47.1,0,0.4,0.4,6,15,5,2,24,,,359,312,45,15,3,4,16,16,4,0,4,0,269,2,7,,,17,12,9,8,0,7,15,46.7,8,6,2,4,22,39,16,1,,,463,55,188,216,62,14,463,18,12,66.7,6,33.3,249,1217,592,9,6,1,16,8,266,24,,,3,0,0,16,11,2,16,22,12,0,1,0,40,11,15,42.3,,,,,,,,,,,,,,,,,,,,,0,2
1,Anthony Gonçalves,17.0,fr FRA,CM,31-152,16,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,2,0,5,10,50.0,0,7,1,0,0,17.0,CM,5,10,50.0,132,80,1,1,100.0,2,3,66.7,2,5,40.0,0,0.0,0.1,0,0,1,1,0,17.0,CM,10,6,4,1,0,0,8,0,3,0,3,0,5,0,1,17.0,CM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,17.0,CM,12,1,2,1,9,0,12,0,0,,0,,7,51,23,1,1,0,1,0,6,3,17.0,CM,0,0,0,2,0,0,8,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
2,Benjamin Corgnet,10.0,fr FRA,"LM,CM",30-121,90,0,0,0,0,0,0,0,0,35,2,2,0,0.0,0.0,0.0,0,0,15,27,55.6,1,22,0,1,1,10.0,"LM,CM",15,27,55.6,254,92,10,12,83.3,3,7,42.9,2,5,40.0,0,0.0,0.0,0,2,0,0,1,10.0,"LM,CM",27,25,2,1,0,1,1,1,0,0,0,0,15,0,2,10.0,"LM,CM",2,2,0,2,0,0,2,0.0,2,0,0,0,2,4,1,0,10.0,"LM,CM",35,1,9,25,2,0,35,1,1,100.0,0,0.0,22,95,39,0,0,0,2,2,24,5,10.0,"LM,CM",0,0,0,2,2,0,1,2,2,0,0,0,3,2,5,28.6,,,,,,,,,,,,,,,,,,,,,0,2
3,Bingourou Kamara,30.0,sn SEN,GK,20-288,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,14,32,43.8,0,18,0,0,0,30.0,GK,14,32,43.8,492,383,0,0,,8,8,100.0,6,24,25.0,0,0.0,0.0,0,0,0,0,0,30.0,GK,32,21,11,6,0,0,0,0,0,0,0,0,14,0,0,30.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30.0,GK,35,29,35,0,0,0,35,0,0,,0,,18,84,59,0,0,0,0,0,16,0,30.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,7.0,4.0,3.0,57.1,1.7,5.0,22.0,22.7,27.0,0.0,63.0,45.0,5.0,100.0,62.4,12.0,1.0,8.3,0.0,10.5,0,2
4,Dimitri Liénard,11.0,fr FRA,CM,29-173,74,0,0,0,0,1,0,0,0,44,4,0,0,0.1,0.1,0.0,2,0,30,37,81.1,4,22,0,0,0,11.0,CM,30,37,81.1,562,107,12,13,92.3,14,17,82.4,3,6,50.0,0,0.0,0.0,0,2,0,0,4,11.0,CM,37,34,3,2,0,0,1,0,1,0,1,0,30,0,0,11.0,CM,4,2,1,3,0,1,1,100.0,0,0,0,0,0,4,0,0,11.0,CM,44,1,6,35,3,1,44,0,0,,0,,22,89,45,0,0,0,2,0,30,1,11.0,CM,0,0,0,0,0,0,1,0,2,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
5,Idriss Saadi,9.0,dz ALG,FW,25-178,66,0,0,0,0,1,0,0,0,19,0,1,1,0.1,0.1,0.1,1,0,10,14,71.4,0,10,0,2,2,9.0,FW,10,14,71.4,104,18,8,9,88.9,1,4,25.0,1,1,100.0,0,0.1,0.1,1,0,1,1,0,9.0,FW,14,10,4,0,0,0,1,0,0,0,0,0,10,0,0,9.0,FW,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,9.0,FW,19,1,3,11,6,2,19,2,2,100.0,0,0.0,10,54,12,0,0,0,2,0,11,3,9.0,FW,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,2
6,Ihsan Sacko,7.0,fr FRA,"RM,FW",20-017,24,0,0,0,0,2,0,1,0,12,0,1,0,0.1,0.1,0.0,2,0,4,7,57.1,1,6,2,0,0,7.0,"RM,FW",4,7,57.1,59,23,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,7.0,"RM,FW",7,6,0,0,0,0,0,0,0,0,0,0,4,1,1,7.0,"RM,FW",0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,7.0,"RM,FW",12,0,3,3,6,2,12,0,0,,0,,6,57,48,2,2,0,1,1,5,1,7.0,"RM,FW",1,0,0,1,1,0,0,1,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
7,Jean-Eudes Aholou,8.0,ci CIV,DM,23-138,90,0,0,0,0,0,0,0,0,42,2,4,0,0.0,0.0,0.1,1,0,30,31,96.8,4,21,0,0,0,8.0,DM,30,31,96.8,565,147,12,13,92.3,14,14,100.0,3,3,100.0,0,0.1,0.1,1,2,2,0,4,8.0,DM,31,31,0,0,1,0,0,0,0,0,0,0,30,0,0,8.0,DM,2,1,1,1,0,1,2,50.0,1,0,0,0,4,6,1,0,8.0,DM,42,1,17,22,3,0,42,0,0,,0,,21,66,28,0,0,0,1,1,25,0,8.0,DM,0,0,0,1,1,0,0,4,1,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,2
8,Jonas Martin,28.0,fr FRA,CM,27-118,80,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.1,1,0,29,30,96.7,6,22,0,4,3,28.0,CM,29,30,96.7,490,161,14,14,100.0,10,11,90.9,4,4,100.0,0,0.1,0.2,1,4,1,0,6,28.0,CM,30,29,1,1,1,1,0,0,0,0,0,0,29,0,0,28.0,CM,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,28.0,CM,33,0,0,29,4,0,33,4,3,75.0,1,25.0,22,80,45,0,0,0,0,3,23,1,28.0,CM,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
9,Kader Mangane,12.0,sn SEN,CB,34-135,90,0,0,0,0,1,0,0,0,40,1,5,0,0.0,0.0,0.0,0,0,20,25,80.0,0,22,0,1,1,12.0,CB,20,25,80.0,528,104,4,6,66.7,10,11,90.9,6,7,85.7,0,0.0,0.0,0,0,0,0,0,12.0,CB,25,24,1,1,0,2,0,0,0,0,0,0,20,0,1,12.0,CB,1,0,1,0,0,1,1,100.0,0,0,0,0,5,6,7,0,12.0,CB,40,10,28,9,3,2,40,1,1,100.0,0,0.0,22,92,30,0,0,0,0,0,21,0,12.0,CB,0,0,0,2,2,1,0,5,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,2
10,Kenny Lala,27.0,mg MAD,RB,25-306,90,0,0,0,0,0,0,0,0,43,3,1,0,0.0,0.0,0.1,1,0,29,36,80.6,4,20,4,1,1,27.0,RB,29,36,80.6,601,116,11,11,100.0,13,15,86.7,5,10,50.0,0,0.1,0.0,1,2,0,0,4,27.0,RB,36,30,6,1,0,0,1,5,0,0,0,0,29,0,0,27.0,RB,3,3,3,0,0,2,2,100.0,0,0,0,0,1,4,2,0,27.0,RB,43,3,19,19,6,1,43,1,1,100.0,0,0.0,20,160,129,4,1,1,3,0,17,0,27.0,RB,0,0,0,1,1,0,1,1,3,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
11,Nuno da Costa,29.0,cv CPV,"RM,FW",26-176,90,0,0,0,0,1,0,1,0,21,0,2,0,0.1,0.1,0.0,1,0,5,11,45.5,0,12,1,3,2,29.0,"RM,FW",5,11,45.5,146,19,2,4,50.0,0,1,0.0,3,5,60.0,0,0.0,0.0,1,0,0,0,0,29.0,"RM,FW",11,10,1,0,1,0,2,0,0,0,0,0,5,0,1,29.0,"RM,FW",0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,29.0,"RM,FW",21,0,2,9,10,2,21,3,2,66.7,1,33.3,12,69,19,1,0,0,3,1,14,5,29.0,"RM,FW",1,0,0,3,0,1,2,2,0,0,0,0,0,2,4,33.3,,,,,,,,,,,,,,,,,,,,,0,2
12,Pablo Martinez,4.0,fr FRA,LB,28-165,90,0,0,0,0,0,0,0,0,62,2,1,3,0.0,0.0,0.0,1,0,35,48,72.9,2,27,1,4,1,4.0,LB,35,48,72.9,483,202,22,23,95.7,13,16,81.3,0,9,0.0,0,0.0,0.0,0,2,0,0,2,4.0,LB,48,38,10,0,0,0,2,10,0,0,0,0,35,0,0,4.0,LB,2,2,1,1,0,1,5,20.0,4,3,0,3,1,3,3,0,4.0,LB,62,5,24,32,6,0,62,4,1,25.0,3,75.0,27,184,58,1,2,0,0,0,34,4,4.0,LB,0,0,0,2,2,0,2,1,2,0,1,0,3,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,2
13,Stéphane Bahoken,19.0,cm CMR,"LM,CM",25-069,10,0,0,0,0,1,1,0,0,8,0,0,0,0.1,0.1,0.1,1,0,1,3,33.3,0,6,0,1,0,19.0,"LM,CM",1,3,33.3,24,6,0,1,0.0,1,1,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,19.0,"LM,CM",3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,19.0,"LM,CM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19.0,"LM,CM",8,0,4,2,2,2,8,1,0,0.0,1,100.0,6,16,3,0,0,0,1,0,5,1,19.0,"LM,CM",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,2
0,13 Players,,,,,990,1,1,0,0,8,3,2,0,587,23,10,8,0.9,0.9,0.8,16,2,398,487,81.7,39,408,19,9,5,,,398,487,81.7,6759,2615,202,226,89.4,155,176,88.1,35,63,55.6,1,0.8,0.8,7,29,5,0,39,,,487,439,43,10,0,3,4,25,2,1,0,0,398,5,14,,,23,16,12,8,3,3,18,16.7,15,8,0,8,10,33,30,0,,,587,56,200,297,91,15,587,9,5,55.6,4,44.4,408,1915,956,19,15,5,16,10,394,39,,,2,0,0,11,8,5,4,10,16,0,0,0,52,6,12,33.3,,,,,,,,,,,,,,,,,,,,,1,3
1,Assane Dioussé,8.0,sn SEN,LM,19-319,90,0,0,0,0,0,0,0,0,67,3,0,2,0.0,0.0,0.0,2,0,50,58,86.2,13,53,3,2,2,8.0,LM,50,58,86.2,848,318,24,26,92.3,20,22,90.9,5,6,83.3,0,0.0,0.0,1,8,1,0,13,8.0,LM,58,57,1,1,0,0,0,0,0,0,0,0,50,0,2,8.0,LM,3,3,1,2,0,0,3,0.0,3,2,0,2,0,3,2,0,8.0,LM,67,2,10,50,7,2,67,2,2,100.0,0,0.0,53,235,98,3,0,1,1,1,48,1,8.0,LM,0,0,0,0,1,1,0,0,3,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,3
2,Bryan Dabo,7.0,bf BFA,"RM,RW",25-168,90,0,0,0,0,3,0,0,0,60,2,0,0,0.2,0.2,0.0,1,0,36,46,78.3,4,44,2,0,0,7.0,"RM,RW",36,46,78.3,566,113,22,25,88.0,12,15,80.0,2,5,40.0,0,0.0,0.0,0,3,0,0,4,7.0,"RM,RW",46,45,0,0,0,0,1,0,0,0,0,0,36,1,0,7.0,"RM,RW",2,1,2,0,0,0,3,0.0,3,0,0,0,0,2,4,0,7.0,"RM,RW",60,3,17,34,9,4,60,0,0,,0,,44,160,53,2,1,1,4,2,48,5,7.0,"RM,RW",0,0,0,2,0,0,1,0,1,0,0,0,3,3,4,42.9,,,,,,,,,,,,,,,,,,,,,1,3
3,Jonathan Bamba,14.0,ci CIV,"FW,LW",21-132,90,1,0,0,0,2,1,0,0,39,1,0,0,0.6,0.6,0.0,3,0,28,32,87.5,3,34,7,1,0,14.0,"FW,LW",28,32,87.5,411,50,18,19,94.7,7,7,100.0,3,6,50.0,0,0.0,0.0,1,3,1,0,3,14.0,"FW,LW",32,31,1,0,0,1,0,0,0,0,0,0,28,0,0,14.0,"FW,LW",1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,0,0,14.0,"FW,LW",39,0,3,20,16,4,39,1,0,0.0,1,100.0,34,241,139,7,5,3,2,3,32,11,14.0,"FW,LW",0,0,0,2,0,4,0,0,0,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,3
4,Kévin Théophile-Catherine,2.0,fr FRA,CB,27-281,90,0,0,0,0,0,0,1,0,45,1,2,0,0.0,0.0,0.0,0,0,30,34,88.2,0,30,0,0,0,2.0,CB,30,34,88.2,628,297,11,11,100.0,13,14,92.9,6,8,75.0,0,0.0,0.0,0,0,0,0,0,2.0,CB,34,33,1,1,0,0,0,0,0,0,0,0,30,0,1,2.0,CB,1,0,1,0,0,0,0,,0,0,0,0,2,3,7,0,2.0,CB,45,8,25,20,0,0,45,0,0,,0,,30,212,150,0,1,0,0,0,30,0,2.0,CB,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,3
5,Lois Diony,9.0,fr FRA,FW,24-228,29,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,1,7,0,0,0,9.0,FW,3,3,100.0,58,19,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,9.0,FW,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,5,0,0,3,2,0,5,0,0,,0,,7,16,2,0,0,0,2,1,7,2,9.0,FW,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,3
