index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
2,Edgar Ié,15.0,gw GNB,CB,23-097,90,0,0,0,0,1,0,0,0,71,0,2,2,0.0,0.0,0.0,1,0,50,59,84.7,2,29,0,0,0,15.0,CB,50,59,84.7,901,312,17,20,85.0,30,31,96.8,3,6,50.0,0,0.0,0.0,0,1,1,0,2,15.0,CB,59,58,1,1,0,0,0,0,0,0,0,0,50,0,2,15.0,CB,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,4,0,15.0,CB,71,7,43,20,9,6,71,0,0,,0,,29,147,85,0,0,0,2,0,42,1,15.0,CB,0,0,0,3,0,0,0,2,0,0,0,0,8,5,3,62.5,,,,,,,,,,,,,,,,,,,,,1,7
3,Ezequiel Ponce,9.0,ar ARG,FW,20-130,15,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,0,0,0,0,9.0,FW,3,4,75.0,32,0,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,9.0,FW,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,9.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9.0,FW,4,0,2,1,1,0,4,0,0,,0,,0,0,0,0,0,0,0,1,4,0,9.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,7
4,Fodé Ballo-Touré,25.0,sn SEN,LB,20-215,45,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.0,0,0,29,33,87.9,3,21,2,1,0,25.0,LB,29,33,87.9,360,84,16,17,94.1,8,9,88.9,1,1,100.0,0,0.0,0.0,0,1,0,0,3,25.0,LB,33,30,3,0,0,0,2,3,0,0,0,0,29,0,1,25.0,LB,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,25.0,LB,37,0,8,17,12,0,37,1,0,0.0,1,100.0,21,121,71,2,0,0,2,3,28,7,25.0,LB,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,7
5,Ibrahim Amadou,6.0,fr FRA,CB,24-122,90,0,0,0,0,0,0,0,0,54,2,2,1,0.0,0.0,0.1,1,0,44,48,91.7,3,30,1,1,1,6.0,CB,44,48,91.7,809,340,15,17,88.2,23,23,100.0,4,6,66.7,0,0.1,0.0,1,1,0,0,3,6.0,CB,48,47,1,1,0,1,0,0,0,0,0,0,44,0,0,6.0,CB,2,2,1,1,0,1,1,100.0,0,1,1,0,2,4,4,0,6.0,CB,54,5,36,16,2,1,54,1,1,100.0,0,0.0,30,129,80,1,0,0,0,0,36,1,6.0,CB,0,0,0,1,0,0,0,2,2,0,0,0,4,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,7
6,Júnior Alonso,3.0,py PAR,CB,24-178,90,1,0,0,0,1,1,0,0,89,4,4,1,0.0,0.0,0.0,2,1,54,78,69.2,8,44,0,3,2,3.0,CB,54,78,69.2,1103,481,14,19,73.7,31,41,75.6,7,13,53.8,0,0.0,0.1,0,4,1,0,8,3.0,CB,78,74,4,4,0,1,1,0,0,0,0,0,54,0,2,3.0,CB,4,4,2,2,0,1,2,50.0,1,1,1,0,4,8,1,0,3.0,CB,89,3,41,43,6,3,89,3,2,66.7,1,33.3,44,259,169,0,0,0,1,0,57,2,3.0,CB,0,0,0,0,0,0,1,4,4,0,0,0,8,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,7
7,Kévin Malcuit,2.0,ma MAR,RB,26-006,90,0,0,0,0,1,0,0,0,70,2,3,2,0.0,0.0,0.3,3,1,39,56,69.6,1,38,5,4,1,2.0,RB,39,56,69.6,567,170,24,29,82.8,12,16,75.0,2,7,28.6,0,0.3,0.2,2,0,1,1,1,2.0,RB,56,43,13,2,0,0,6,11,0,0,0,0,39,0,3,2.0,RB,2,2,0,1,1,0,0,,0,2,1,1,3,5,1,0,2.0,RB,70,4,20,27,24,3,70,4,1,25.0,3,75.0,38,290,180,5,5,1,1,1,43,7,2.0,RB,0,0,0,0,4,0,6,3,2,1,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,1,7
8,Luiz Araújo,11.0,br BRA,LM,21-065,90,0,0,0,0,4,0,0,0,56,2,2,2,0.2,0.2,0.0,3,1,26,38,68.4,7,28,2,2,2,11.0,LM,26,38,68.4,454,170,13,15,86.7,8,12,66.7,4,8,50.0,0,0.0,0.2,0,4,2,0,7,11.0,LM,38,34,4,0,1,1,3,0,4,2,1,0,26,0,1,11.0,LM,2,1,0,2,0,0,2,0.0,2,2,0,2,2,4,1,0,11.0,LM,56,0,10,26,20,5,56,2,2,100.0,0,0.0,28,180,36,2,3,2,2,4,32,9,11.0,LM,0,0,0,1,1,1,3,2,1,0,0,0,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,7
9,Mike Maignan,16.0,fr FRA,GK,22-034,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,30,34,88.2,0,18,0,0,0,16.0,GK,30,34,88.2,868,607,2,2,100.0,20,21,95.2,8,11,72.7,0,0.0,0.0,0,0,0,0,0,16.0,GK,34,29,5,3,0,1,0,0,0,0,0,0,30,0,0,16.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16.0,GK,37,29,37,0,0,0,37,0,0,,0,,18,130,72,0,0,0,0,0,20,0,16.0,GK,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,4.0,0.0,4.0,100.0,1.1,5.0,7.0,71.4,32.0,5.0,18.8,29.1,2.0,50.0,48.5,10.0,1.0,10.0,2.0,16.3,1,7
10,Nicolas de Préville,12.0,fr FRA,FW,26-210,75,1,0,1,1,2,0,0,0,33,2,0,0,1.1,0.3,0.0,1,0,21,25,84.0,3,20,4,1,0,12.0,FW,21,25,84.0,236,56,12,14,85.7,4,5,80.0,1,1,100.0,0,0.0,0.0,0,1,0,0,3,12.0,FW,25,24,1,0,0,0,1,0,0,0,0,0,21,0,0,12.0,FW,2,2,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0,12.0,FW,33,0,2,15,18,9,32,1,0,0.0,1,100.0,20,125,51,4,2,1,2,2,18,4,12.0,FW,0,0,0,1,1,0,1,0,2,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,7
11,Rominigue Kouamé,29.0,ml MLI,LB,20-232,45,0,1,0,0,0,0,0,0,24,1,1,1,0.0,0.0,0.3,2,1,15,20,75.0,2,11,0,2,2,29.0,LB,15,20,75.0,230,135,6,10,60.0,8,9,88.9,0,0,,1,0.3,0.1,1,1,1,1,2,29.0,LB,20,16,4,0,0,0,2,4,0,0,0,0,15,0,0,29.0,LB,1,0,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,29.0,LB,24,0,5,12,7,0,24,2,2,100.0,0,0.0,11,47,30,0,0,0,0,0,16,2,29.0,LB,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,7
12,Thiago Maia,20.0,br BRA,CM,20-136,6,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,5,7,71.4,0,3,0,0,0,20.0,CM,5,7,71.4,62,0,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,20.0,CM,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,20.0,CM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,20.0,CM,8,0,3,6,0,0,8,0,0,,0,,3,22,0,0,0,0,1,0,4,1,20.0,CM,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,7
13,Thiago Mendes,23.0,br BRA,CM,25-144,84,0,0,0,0,0,0,0,0,67,3,1,0,0.0,0.0,0.1,3,0,53,64,82.8,9,34,4,0,0,23.0,CM,53,64,82.8,982,303,20,25,80.0,22,23,95.7,7,10,70.0,0,0.1,0.0,3,7,0,0,9,23.0,CM,64,61,3,3,0,1,0,0,0,0,0,0,53,0,1,23.0,CM,3,3,2,0,1,0,0,,0,0,0,0,1,4,0,0,23.0,CM,67,0,15,41,11,0,67,0,0,,0,,34,177,112,4,2,0,0,0,47,2,23.0,CM,0,0,0,2,3,0,0,1,3,0,0,0,14,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,7
0,14 Players,,,,,990,0,0,0,0,9,4,3,0,463,23,16,12,1.3,1.3,0.6,10,0,237,342,69.3,27,217,17,13,7,,,237,342,69.3,4279,2224,111,132,84.1,90,121,74.4,28,64,43.8,0,0.6,0.9,4,19,5,2,27,,,342,291,50,11,2,1,13,24,3,3,0,0,237,1,9,,,23,17,11,9,3,8,22,36.4,14,12,5,7,16,39,31,0,,,463,64,161,209,101,11,463,13,7,53.8,6,46.2,217,1287,729,17,13,3,13,15,234,27,,,3,0,0,17,11,1,13,16,17,0,1,0,66,11,13,45.8,,,,,,,,,,,,,,,,,,,,,0,7
1,Abdoulaye Touré,19.0,gn GUI,CM,23-156,74,0,0,0,0,1,1,0,0,32,4,2,2,0.0,0.0,0.0,3,0,17,21,81.0,2,16,0,0,0,19.0,CM,17,21,81.0,241,93,12,12,100.0,4,7,57.1,1,1,100.0,0,0.0,0.0,0,1,0,0,2,19.0,CM,21,19,2,2,0,0,0,0,0,0,0,0,17,0,1,19.0,CM,4,3,1,2,1,2,4,50.0,2,2,1,1,2,6,2,0,19.0,CM,32,3,9,19,4,0,32,0,0,,0,,16,63,39,0,0,0,2,2,12,2,19.0,CM,0,0,0,1,2,0,0,2,3,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
2,Adrien Thomasson,8.0,fr FRA,LM,23-239,28,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,11,14,78.6,2,8,2,0,0,8.0,LM,11,14,78.6,130,22,5,6,83.3,4,5,80.0,0,0,,0,0.0,0.0,0,1,0,0,2,8.0,LM,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,8.0,LM,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,8.0,LM,15,0,2,6,7,0,15,0,0,,0,,8,57,41,2,3,0,0,1,13,3,8.0,LM,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,7
3,Alexander Kačaniklić,11.0,se SWE,RM,25-358,90,0,0,0,0,1,1,0,0,37,3,3,2,0.1,0.1,0.1,2,0,12,23,52.2,2,20,7,2,2,11.0,RM,12,23,52.2,235,91,6,10,60.0,3,8,37.5,2,3,66.7,0,0.1,0.4,2,1,1,0,2,11.0,RM,23,21,2,0,1,0,6,0,2,2,0,0,12,0,0,11.0,RM,3,2,3,0,0,1,5,20.0,4,2,1,1,3,6,2,0,11.0,RM,37,2,6,14,17,3,37,2,2,100.0,0,0.0,20,157,104,7,3,3,1,1,20,7,11.0,RM,0,0,0,2,1,0,6,3,2,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,7
4,Chidozie Awaziem,12.0,ng NGA,RB,20-217,16,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,9,9,100.0,1,6,0,0,0,12.0,RB,9,9,100.0,226,129,2,2,100.0,3,3,100.0,4,4,100.0,0,0.0,0.1,1,1,1,1,1,12.0,RB,9,8,1,0,0,0,1,1,0,0,0,0,9,0,0,12.0,RB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12.0,RB,9,1,3,3,3,0,9,0,0,,0,,6,33,11,0,0,0,0,0,5,0,12.0,RB,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
5,Diego Carlos,3.0,br BRA,CB,24-144,90,0,0,0,0,1,1,0,0,49,5,3,3,0.0,0.0,0.0,0,0,22,36,61.1,0,23,0,0,0,3.0,CB,22,36,61.1,397,280,8,11,72.7,12,14,85.7,2,8,25.0,0,0.0,0.0,0,2,0,0,0,3.0,CB,36,34,2,2,0,1,1,0,0,0,0,0,22,0,1,3.0,CB,5,4,2,2,1,3,3,100.0,0,3,2,1,3,8,4,0,3.0,CB,49,10,29,20,3,1,49,0,0,,0,,23,110,90,0,0,0,1,0,21,0,3.0,CB,0,0,0,0,0,0,1,3,4,0,0,0,10,3,1,75.0,,,,,,,,,,,,,,,,,,,,,0,7
6,Emiliano Sala,9.0,ar ARG,FW,26-279,90,0,0,0,0,0,0,0,0,43,0,1,0,0.0,0.0,0.5,1,0,16,31,51.6,6,20,2,0,0,9.0,FW,16,31,51.6,213,108,7,12,58.3,6,11,54.5,1,2,50.0,0,0.5,0.3,1,4,1,0,6,9.0,FW,31,29,2,0,1,0,0,0,0,0,0,0,16,0,4,9.0,FW,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,5,0,9.0,FW,43,5,6,17,20,2,43,0,0,,0,,20,79,22,2,2,0,2,2,32,5,9.0,FW,0,0,0,0,1,0,0,1,0,0,0,0,4,3,8,27.3,,,,,,,,,,,,,,,,,,,,,0,7
7,Guillaume Gillet,27.0,be BEL,CM,33-150,16,0,0,0,0,0,0,1,0,13,0,0,1,0.0,0.0,0.0,1,0,12,12,100.0,1,6,0,0,0,27.0,CM,12,12,100.0,171,33,10,10,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,1,0,1,27.0,CM,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,27.0,CM,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,27.0,CM,13,1,2,9,2,0,13,0,0,,0,,6,29,21,0,1,0,0,0,8,0,27.0,CM,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
8,Jules Iloki,7.0,fr FRA,LM,25-204,62,0,0,0,0,0,0,0,0,16,0,1,0,0.0,0.0,0.0,0,0,10,11,90.9,1,7,0,1,0,7.0,LM,10,11,90.9,139,25,6,6,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,7.0,LM,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,7.0,LM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,7.0,LM,16,0,6,9,1,0,16,1,0,0.0,1,100.0,7,41,12,0,0,0,0,2,11,1,7.0,LM,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
9,Koffi Djidji,5.0,ci CIV,RB,24-249,74,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,0,0,23,33,69.7,2,16,0,2,1,5.0,RB,23,33,69.7,443,271,9,10,90.0,13,17,76.5,1,5,20.0,0,0.0,0.0,0,1,1,1,2,5.0,RB,33,21,12,1,0,0,1,11,0,0,0,0,23,0,1,5.0,RB,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0,5.0,RB,38,1,14,21,5,0,38,2,1,50.0,1,50.0,16,102,74,0,0,0,0,0,14,0,5.0,RB,0,0,0,1,0,0,1,0,1,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,7
10,Leo Dubois,15.0,fr FRA,LB,22-326,90,0,0,0,0,2,0,0,0,52,3,4,1,0.1,0.1,0.0,0,0,20,32,62.5,3,14,3,1,0,15.0,LB,20,32,62.5,416,280,6,8,75.0,9,12,75.0,4,10,40.0,0,0.0,0.0,0,2,0,0,3,15.0,LB,32,17,15,2,0,0,3,12,1,1,0,0,20,0,1,15.0,LB,3,3,1,1,1,2,4,50.0,2,1,0,1,4,7,7,0,15.0,LB,52,9,25,18,10,2,52,1,0,0.0,1,100.0,14,109,58,3,2,0,1,1,13,1,15.0,LB,0,0,0,1,0,0,3,4,3,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,0,7
11,Maxime Dupé,1.0,fr FRA,GK,24-155,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,12,22,54.5,0,8,0,0,0,1.0,GK,12,22,54.5,510,450,1,1,100.0,3,3,100.0,8,18,44.4,0,0.0,0.0,0,0,0,0,0,1.0,GK,22,13,9,1,0,0,0,0,0,0,0,0,12,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,1.0,GK,25,22,25,0,0,0,25,0,0,,0,,8,75,50,0,0,0,0,0,6,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,5.0,3.0,2.0,60.0,2.1,7.0,17.0,41.2,14.0,4.0,64.3,44.7,8.0,100.0,63.9,20.0,3.0,15.0,3.0,13.7,0,7
12,Nicolas Pallois,4.0,fr FRA,CB,29-321,90,0,0,0,0,0,0,1,0,37,2,1,0,0.0,0.0,0.0,0,0,17,29,58.6,2,20,2,3,3,4.0,CB,17,29,58.6,308,224,7,9,77.8,8,12,66.7,2,8,25.0,0,0.0,0.0,0,2,0,0,2,4.0,CB,29,28,1,1,0,0,1,0,0,0,0,0,17,0,0,4.0,CB,2,2,0,2,0,0,2,0.0,2,0,0,0,1,3,5,0,4.0,CB,37,7,18,19,1,0,37,3,3,100.0,0,0.0,20,184,111,2,0,0,0,1,18,1,4.0,CB,1,0,0,3,1,0,1,1,2,0,1,0,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,7
13,Préjuce Nakoulma,22.0,bf BFA,FW,30-107,90,0,0,0,0,2,0,1,0,36,0,0,1,0.6,0.6,0.0,1,0,17,22,77.3,0,21,0,4,1,22.0,FW,17,22,77.3,197,23,14,16,87.5,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0,22.0,FW,22,19,3,1,0,0,0,0,0,0,0,0,17,0,1,22.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,22.0,FW,36,0,2,14,20,2,36,4,1,25.0,3,75.0,21,136,48,0,2,0,5,2,26,6,22.0,FW,1,0,0,2,5,1,0,0,0,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,7
0,14 Players,,,,,990,2,1,0,0,9,5,3,0,545,19,16,12,1.2,1.2,0.5,17,3,327,427,76.6,43,325,19,12,9,,,327,427,76.6,6181,2597,141,159,88.7,140,169,82.8,42,82,51.2,1,0.5,0.9,6,31,6,4,43,,,427,379,47,18,1,3,14,18,0,0,0,0,327,1,12,,,19,12,14,2,3,8,24,33.3,16,12,2,10,16,35,25,1,,,545,43,199,259,95,12,545,12,9,75.0,3,25.0,325,1647,915,19,10,3,21,15,321,41,,,3,0,0,16,14,1,14,16,12,0,0,0,65,18,12,60.0,,,,,,,,,,,,,,,,,,,,,1,8
1,Alexandre Letellier,30.0,fr FRA,GK,26-238,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,16,25,64.0,0,13,0,0,0,30.0,GK,16,25,64.0,581,500,3,3,100.0,6,6,100.0,7,16,43.8,0,0.0,0.0,0,0,0,0,0,30.0,GK,25,14,11,3,0,0,0,0,0,0,0,0,16,0,0,30.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30.0,GK,25,23,25,0,0,0,25,0,0,,0,,13,60,52,0,0,0,0,0,7,0,30.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,2.0,1.0,33.3,1.9,6.0,15.0,40.0,17.0,4.0,47.1,34.7,8.0,87.5,61.5,13.0,1.0,7.7,0.0,9.0,1,8
2,Angelo Fulgini,23.0,fr FRA,RM,20-351,90,1,0,0,0,2,1,0,0,51,4,1,3,0.4,0.4,0.1,2,0,27,34,79.4,5,29,2,1,1,23.0,RM,27,34,79.4,455,105,13,13,100.0,9,10,90.0,4,7,57.1,0,0.1,0.3,2,6,2,1,5,23.0,RM,34,31,3,3,1,0,3,0,0,0,0,0,27,0,2,23.0,RM,4,2,2,0,2,4,5,80.0,1,3,0,3,1,5,0,0,23.0,RM,51,0,7,31,15,2,51,1,1,100.0,0,0.0,29,139,69,2,1,0,5,3,31,5,23.0,RM,0,0,0,0,3,0,3,1,2,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,8
3,Baptiste Guillaume,19.0,be BEL,FW,22-051,90,1,1,0,0,1,1,0,0,23,0,0,1,0.6,0.6,0.3,2,1,8,12,66.7,2,15,3,0,0,19.0,FW,8,12,66.7,109,20,6,8,75.0,2,4,50.0,0,0,,1,0.3,0.2,1,1,0,0,2,19.0,FW,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,19.0,FW,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,19.0,FW,23,0,0,8,15,5,23,0,0,,0,,15,106,63,3,2,1,5,2,21,8,19.0,FW,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,55.6,,,,,,,,,,,,,,,,,,,,,1,8
4,Baptiste Santamaria,18.0,fr FRA,DM,22-150,90,0,0,0,0,2,0,0,0,72,3,2,1,0.1,0.1,0.1,2,0,44,57,77.2,13,45,0,3,2,18.0,DM,44,57,77.2,865,329,18,21,85.7,21,25,84.0,5,8,62.5,0,0.1,0.0,1,8,0,0,13,18.0,DM,57,57,0,0,0,2,0,0,0,0,0,0,44,0,3,18.0,DM,3,3,2,0,1,0,3,0.0,3,1,0,1,2,5,4,1,18.0,DM,72,3,23,43,7,0,72,3,2,66.7,1,33.3,45,220,84,0,1,0,2,2,40,0,18.0,DM,0,0,0,2,2,0,0,2,3,0,0,0,11,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,8
5,Flavien Tait,20.0,fr FRA,CM,24-185,24,0,0,0,0,0,0,1,0,13,2,0,0,0.0,0.0,0.0,1,0,7,9,77.8,0,6,0,0,0,20.0,CM,7,9,77.8,120,23,2,3,66.7,5,6,83.3,0,0,,0,0.0,0.0,1,0,0,0,0,20.0,CM,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,20.0,CM,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,20.0,CM,13,0,3,9,1,0,13,0,0,,0,,6,8,0,0,0,0,1,1,4,0,20.0,CM,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,8
6,Gilles Sunu,10.0,tg TOG,LM,26-129,57,0,0,0,0,1,0,0,0,30,1,1,1,0.0,0.0,0.0,1,0,11,23,47.8,1,27,4,1,1,10.0,LM,11,23,47.8,157,52,6,11,54.5,2,7,28.6,2,2,100.0,0,0.0,0.1,0,0,1,1,1,10.0,LM,23,23,0,0,0,0,6,0,0,0,0,0,11,0,3,10.0,LM,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,10.0,LM,30,0,5,13,12,1,30,1,1,100.0,0,0.0,27,163,66,4,2,1,2,5,27,12,10.0,LM,0,0,0,2,1,0,6,1,1,0,0,0,5,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,8
7,Ismaël Traoré,8.0,ci CIV,CB,30-353,74,0,0,0,0,0,0,0,0,54,1,0,2,0.0,0.0,0.0,1,0,40,45,88.9,1,39,2,1,1,8.0,CB,40,45,88.9,845,316,10,10,100.0,24,25,96.0,6,9,66.7,0,0.0,0.0,0,1,0,0,1,8.0,CB,45,43,2,2,0,0,0,0,0,0,0,0,40,0,1,8.0,CB,1,0,1,0,0,1,1,100.0,0,2,2,0,0,1,6,0,8.0,CB,54,3,30,25,0,0,54,1,1,100.0,0,0.0,39,183,122,2,0,0,0,1,29,0,8.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,8
8,Karl Toko Ekambi,7.0,cm CMR,LM,24-326,33,0,0,0,0,1,1,1,0,16,0,0,0,0.1,0.1,0.0,3,1,7,10,70.0,1,13,2,1,1,7.0,LM,7,10,70.0,69,10,5,6,83.3,1,3,33.3,0,0,,0,0.0,0.0,0,0,1,0,1,7.0,LM,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,7.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,7.0,LM,16,0,1,5,10,1,16,1,1,100.0,0,0.0,13,115,46,2,1,1,1,1,11,6,7.0,LM,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,8
